otel,dd,description
raft_commands_reproposed_unchanged,cockroachdb.raft.commands.reproposed.unchanged.count,"Number of Raft commands re-proposed without modification. The number of Raft commands that leaseholders re-proposed without modification. Such re-proposals happen for commands that are not committed/applied within a timeout, and have a high chance of being dropped."
raft_commandsapplied,cockroachdb.raft.commandsapplied.count,"Number of Raft commands applied. This measurement is taken on the Raft apply loops of all Replicas (leaders and followers alike), meaning that it does not measure the number of Raft commands *proposed* (in the hypothetical extreme case, all Replicas may apply all commands through snapshots, thus not increasing this metric at all). Instead, it is a proxy for how much work is being done advancing the Replica state machines on this node."
raft_dropped,cockroachdb.raft.dropped.count,"Number of Raft proposals dropped (this counts individial raftpb.Entry, not raftpb.MsgProp)"
raft_dropped_leader,cockroachdb.raft.dropped_leader.count,"Number of Raft proposals dropped by a Replica that believes itself to be the leader; each update also increments `raft.dropped` (this counts individial raftpb.Entry, not raftpb.MsgProp)"
raft_entrycache_accesses,cockroachdb.raft.entrycache.accesses.count,Number of cache lookups in the Raft entry cache
raft_entrycache_bytes,cockroachdb.raft.entrycache.bytes,Aggregate size of all Raft entries in the Raft entry cache
raft_entrycache_hits,cockroachdb.raft.entrycache.hits.count,Number of successful cache lookups in the Raft entry cache
raft_entrycache_read_bytes,cockroachdb.raft.entrycache.read_bytes.count,Counter of bytes in entries returned from the Raft entry cache
raft_entrycache_size,cockroachdb.raft.entrycache.size,Number of Raft entries in the Raft entry cache
raft_heartbeats_pending,cockroachdb.raft.heartbeats.pending,Number of pending heartbeats and responses waiting to be coalesced
raft_process_applycommitted_latency,cockroachdb.raft.process.applycommitted.latency.count,"Latency histogram for applying all committed Raft commands in a Raft ready. This measures the end-to-end latency of applying all commands in a Raft ready. Note that this closes over possibly multiple measurements of the 'raft.process.commandcommit.latency' metric, which receives datapoints for each sub-batch processed in the process."
raft_process_commandcommit_latency,cockroachdb.raft.process.commandcommit.latency.count,"Latency histogram for applying a batch of Raft commands to the state machine. This metric is misnamed: it measures the latency for *applying* a batch of committed Raft commands to a Replica state machine. This requires only non-durable I/O (except for replication configuration changes). Note that a ""batch"" in this context is really a sub-batch of the batch received for application during raft ready handling. The 'raft.process.applycommitted.latency' histogram is likely more suitable in most cases, as it measures the total latency across all sub-batches (i.e. the sum of commandcommit.latency for a complete batch)."
raft_process_handleready_latency,cockroachdb.raft.process.handleready.latency.count,"Latency histogram for handling a Raft ready. This measures the end-to-end-latency of the Raft state advancement loop, including: - snapshot application - SST ingestion - durably appending to the Raft log (i.e. includes fsync) - entry application (incl. replicated side effects, notably log truncation) These include work measured in 'raft.process.commandcommit.latency' and 'raft.process.applycommitted.latency'. However, matching percentiles of these metrics may be *higher* than handleready, since not every handleready cycle leads to an update of the others. For example, under tpcc-100 on a single node, the handleready count is approximately twice the logcommit count (and logcommit count tracks closely with applycommitted count). High percentile outliers can be caused by individual large Raft commands or storage layer blips. Lower percentile (e.g. 50th) increases are often driven by CPU exhaustion or storage layer slowdowns."
raft_process_logcommit_latency,cockroachdb.raft.process.logcommit.latency.count,"Latency histogram for committing Raft log entries to stable storage This measures the latency of durably committing a group of newly received Raft entries as well as the HardState entry to disk. This excludes any data processing, i.e. we measure purely the commit latency of the resulting Engine write. Homogeneous bands of p50-p99 latencies (in the presence of regular Raft traffic), make it likely that the storage layer is healthy. Spikes in the latency bands can either hint at the presence of large sets of Raft entries being received, or at performance issues at the storage layer."
raft_process_tickingnanos,cockroachdb.raft.process.tickingnanos.count,Nanoseconds spent in store.processRaft() processing replica.Tick()
raft_process_workingnanos,cockroachdb.raft.process.workingnanos.count,Nanoseconds spent in store.processRaft() working. This is the sum of the measurements passed to the raft.process.handleready.latency histogram.
raft_quota_pool_percent_used,cockroachdb.raft.quota_pool.percent_used.count,Histogram of proposal quota pool utilization (0-100) per leaseholder per metrics interval
raft_rcvd_app,cockroachdb.raft.rcvd.app.count,Number of MsgApp messages received by this store
raft_rcvd_appresp,cockroachdb.raft.rcvd.appresp.count,Number of MsgAppResp messages received by this store
raft_rcvd_bytes,cockroachdb.raft.rcvd.bytes.count,Number of bytes in Raft messages received by this store. Note that this does not include raft snapshot received.
raft_rcvd_cross_region_bytes,cockroachdb.raft.rcvd.cross_region.bytes.count,Number of bytes received by this store for cross region Raft messages (when region tiers are configured). Note that this does not include raft snapshot received.
raft_rcvd_cross_zone_bytes,cockroachdb.raft.rcvd.cross_zone.bytes.count,"Number of bytes received by this store for cross zone, same region Raft messages (when region and zone tiers are configured). If region tiers are not configured, this count may include data sent between different regions. To ensure accurate monitoring of transmitted data, it is important to set up a consistent locality configuration across nodes. Note that this does not include raft snapshot received."
raft_rcvd_dropped,cockroachdb.raft.rcvd.dropped.count,Number of incoming Raft messages dropped (due to queue length or size)
raft_rcvd_dropped_bytes,cockroachdb.raft.rcvd.dropped_bytes.count,Bytes of dropped incoming Raft messages
raft_rcvd_heartbeat,cockroachdb.raft.rcvd.heartbeat.count,"Number of (coalesced, if enabled) MsgHeartbeat messages received by this store"
raft_rcvd_heartbeatresp,cockroachdb.raft.rcvd.heartbeatresp.count,"Number of (coalesced, if enabled) MsgHeartbeatResp messages received by this store"
raft_rcvd_prevote,cockroachdb.raft.rcvd.prevote.count,Number of MsgPreVote messages received by this store
raft_rcvd_prevoteresp,cockroachdb.raft.rcvd.prevoteresp.count,Number of MsgPreVoteResp messages received by this store
raft_rcvd_prop,cockroachdb.raft.rcvd.prop.count,Number of MsgProp messages received by this store
raft_rcvd_queued_bytes,cockroachdb.raft.rcvd.queued_bytes,Number of bytes in messages currently waiting for raft processing
raft_rcvd_snap,cockroachdb.raft.rcvd.snap.count,Number of MsgSnap messages received by this store
raft_rcvd_stepped_bytes,cockroachdb.raft.rcvd.stepped_bytes.count,"Number of bytes in messages processed by Raft. Messages reflected here have been handed to Raft (via RawNode.Step). This does not imply that the messages are no longer held in memory or that IO has been performed. Raft delegates IO activity to Raft ready handling, which occurs asynchronously. Since handing messages to Raft serializes with Raft ready handling and size the size of an entry is dominated by the contained pebble WriteBatch, on average the rate at which this metric increases is a good proxy for the rate at which Raft ready handling consumes writes."
raft_rcvd_timeoutnow,cockroachdb.raft.rcvd.timeoutnow.count,Number of MsgTimeoutNow messages received by this store
raft_rcvd_transferleader,cockroachdb.raft.rcvd.transferleader.count,Number of MsgTransferLeader messages received by this store
raft_rcvd_vote,cockroachdb.raft.rcvd.vote.count,Number of MsgVote messages received by this store
raft_rcvd_voteresp,cockroachdb.raft.rcvd.voteresp.count,Number of MsgVoteResp messages received by this store
raft_replication_latency,cockroachdb.raft.replication.latency.count,"The duration elapsed between having evaluated a BatchRequest and it being reflected in the proposer's state machine (i.e. having applied fully). This encompasses time spent in the quota pool, in replication (including reproposals), and application, but notably *not* sequencing latency (i.e. contention and latch acquisition). No measurement is recorded for read-only commands as well as read-write commands which end up not writing (such as a DeleteRange on an empty span). Commands that result in 'above-replication' errors (i.e. txn retries, etc) are similarly excluded. Errors that arise while waiting for the in-flight replication result or result from application of the command are included. Note also that usually, clients are signalled at beginning of application, but the recorded measurement captures the entirety of log application. The duration is always measured on the proposer, even if the Raft leader and leaseholder are not colocated, or the request is proposed from a follower. Commands that use async consensus will still cause a measurement that reflects the actual replication latency, despite returning early to the client."
